year_month,port_name,state,border,measure,value
2025-05,Grand Portage,Minnesota,US-Canada Border,Truck Containers Empty,435
2025-05,Grand Portage,Minnesota,US-Canada Border,Trucks,1088
2025-05,Hansboro,North Dakota,US-Canada Border,Truck Containers Empty,4
2025-05,Hansboro,North Dakota,US-Canada Border,Trucks,11
2025-05,Hidalgo,Texas,US-Mexico Border,Truck Containers Empty,17616
2025-05,Hidalgo,Texas,US-Mexico Border,Trucks,59906
2025-05,Highgate Springs,Vermont,US-Canada Border,Truck Containers Empty,1664
2025-05,Highgate Springs,Vermont,US-Canada Border,Trucks,7671
2025-05,Houlton,Maine,US-Canada Border,Truck Containers Empty,1046
2025-05,Houlton,Maine,US-Canada Border,Trucks,7081
2025-05,International Falls,Minnesota,US-Canada Border,Truck Containers Empty,251
2025-05,International Falls,Minnesota,US-Canada Border,Trucks,1049
2025-05,Jackman,Maine,US-Canada Border,Truck Containers Empty,2854
2025-05,Jackman,Maine,US-Canada Border,Trucks,4589
2025-05,Kenneth G Ward,Washington,US-Canada Border,Truck Containers Empty,3192
2025-05,Kenneth G Ward,Washington,US-Canada Border,Trucks,3625
2025-05,Lancaster,Minnesota,US-Canada Border,Truck Containers Empty,220
2025-05,Lancaster,Minnesota,US-Canada Border,Trucks,247
2025-05,Laredo,Texas,US-Mexico Border,Truck Containers Empty,63414
2025-05,Laredo,Texas,US-Mexico Border,Trucks,253597
2025-05,Laurier,Washington,US-Canada Border,Truck Containers Empty,51
2025-05,Laurier,Washington,US-Canada Border,Trucks,315
2025-05,Limestone,Maine,US-Canada Border,Truck Containers Empty,132
2025-05,Limestone,Maine,US-Canada Border,Trucks,144
2025-05,Lukeville,Arizona,US-Mexico Border,Trucks,52
2025-05,Madawaska,Maine,US-Canada Border,Truck Containers Empty,871
2025-05,Madawaska,Maine,US-Canada Border,Trucks,1104
2025-05,Maida,North Dakota,US-Canada Border,Truck Containers Empty,1
2025-05,Maida,North Dakota,US-Canada Border,Trucks,1
2025-05,Massena,New York,US-Canada Border,Truck Containers Empty,571
2025-05,Massena,New York,US-Canada Border,Trucks,1714
2025-05,Metaline Falls,Washington,US-Canada Border,Truck Containers Empty,506
2025-05,Metaline Falls,Washington,US-Canada Border,Trucks,550
2025-05,Morgan,Montana,US-Canada Border,Truck Containers Empty,8
2025-05,Morgan,Montana,US-Canada Border,Trucks,14
2025-05,Naco,Arizona,US-Mexico Border,Truck Containers Empty,136
2025-05,Naco,Arizona,US-Mexico Border,Trucks,210
2025-05,Neche,North Dakota,US-Canada Border,Truck Containers Empty,151
2025-05,Neche,North Dakota,US-Canada Border,Trucks,338
2025-05,Nogales,Arizona,US-Mexico Border,Truck Containers Empty,8558
2025-05,Nogales,Arizona,US-Mexico Border,Trucks,45153
2025-05,Noonan,North Dakota,US-Canada Border,Truck Containers Empty,62
2025-05,Noonan,North Dakota,US-Canada Border,Trucks,62
2025-05,Northgate,North Dakota,US-Canada Border,Truck Containers Empty,239
2025-05,Northgate,North Dakota,US-Canada Border,Trucks,252
2025-05,Norton,Vermont,US-Canada Border,Truck Containers Empty,186
2025-05,Norton,Vermont,US-Canada Border,Trucks,473
2025-05,Ogdensburg,New York,US-Canada Border,Truck Containers Empty,366
2025-05,Ogdensburg,New York,US-Canada Border,Trucks,3202
2025-05,Opheim,Montana,US-Canada Border,Trucks,2
2025-05,Oroville,Washington,US-Canada Border,Truck Containers Empty,730
2025-05,Oroville,Washington,US-Canada Border,Trucks,2096
2025-05,Otay Mesa,California,US-Mexico Border,Truck Containers Empty,21752
2025-05,Otay Mesa,California,US-Mexico Border,Trucks,82297
2025-05,Pembina,North Dakota,US-Canada Border,Truck Containers Empty,3921
2025-05,Pembina,North Dakota,US-Canada Border,Trucks,19352
2025-05,Piegan,Montana,US-Canada Border,Truck Containers Empty,48
2025-05,Piegan,Montana,US-Canada Border,Trucks,213
2025-05,Pinecreek,Minnesota,US-Canada Border,Truck Containers Empty,1
2025-05,Pinecreek,Minnesota,US-Canada Border,Trucks,5
2025-05,Point Roberts,Washington,US-Canada Border,Truck Containers Empty,449
2025-05,Point Roberts,Washington,US-Canada Border,Trucks,684
2025-05,Port Angeles,Washington,US-Canada Border,Truck Containers Empty,15
2025-05,Port Angeles,Washington,US-Canada Border,Trucks,29
2025-05,Port Huron,Michigan,US-Canada Border,Truck Containers Empty,10396
2025-05,Port Huron,Michigan,US-Canada Border,Trucks,89836
2025-05,Portal,North Dakota,US-Canada Border,Truck Containers Empty,1794
2025-05,Portal,North Dakota,US-Canada Border,Trucks,7469
2025-05,Porthill,Idaho,US-Canada Border,Truck Containers Empty,100
2025-05,Porthill,Idaho,US-Canada Border,Trucks,108
2025-05,Presidio,Texas,US-Mexico Border,Truck Containers Empty,318
2025-05,Presidio,Texas,US-Mexico Border,Trucks,869
2025-05,Progreso,Texas,US-Mexico Border,Truck Containers Empty,3477
2025-05,Progreso,Texas,US-Mexico Border,Trucks,5913
2025-05,Raymond,Montana,US-Canada Border,Truck Containers Empty,249
2025-05,Raymond,Montana,US-Canada Border,Trucks,1097
2025-05,Richford,Vermont,US-Canada Border,Truck Containers Empty,118
2025-05,Richford,Vermont,US-Canada Border,Trucks,171
2025-05,Rio Grande City,Texas,US-Mexico Border,Truck Containers Empty,267
2025-05,Rio Grande City,Texas,US-Mexico Border,Trucks,2744
2025-05,Roma,Texas,US-Mexico Border,Truck Containers Empty,942
2025-05,Roma,Texas,US-Mexico Border,Trucks,4394
2025-05,Roosville,Montana,US-Canada Border,Truck Containers Empty,194
2025-05,Roosville,Montana,US-Canada Border,Trucks,678
2025-05,Roseau,Minnesota,US-Canada Border,Truck Containers Empty,75
2025-05,Roseau,Minnesota,US-Canada Border,Trucks,202
2025-05,San Luis,Arizona,US-Mexico Border,Truck Containers Empty,1110
2025-05,San Luis,Arizona,US-Mexico Border,Trucks,3535
2025-05,Santa Teresa,New Mexico,US-Mexico Border,Truck Containers Empty,5528
2025-05,Santa Teresa,New Mexico,US-Mexico Border,Trucks,14637
2025-05,Sarles,North Dakota,US-Canada Border,Truck Containers Empty,22
2025-05,Sarles,North Dakota,US-Canada Border,Trucks,36
2025-05,Sault Sainte Marie,Michigan,US-Canada Border,Truck Containers Empty,532
2025-05,Sault Sainte Marie,Michigan,US-Canada Border,Trucks,2691
2025-05,Scobey,Montana,US-Canada Border,Truck Containers Empty,17
2025-05,Scobey,Montana,US-Canada Border,Trucks,41
2025-05,Sherwood,North Dakota,US-Canada Border,Truck Containers Empty,202
2025-05,Sherwood,North Dakota,US-Canada Border,Trucks,212
2025-05,Skagway,Alaska,US-Canada Border,Truck Containers Empty,127
2025-05,Skagway,Alaska,US-Canada Border,Trucks,181
2025-05,St John,North Dakota,US-Canada Border,Truck Containers Empty,17
2025-05,St John,North Dakota,US-Canada Border,Trucks,17
2025-05,Sumas,Washington,US-Canada Border,Truck Containers Empty,4054
2025-05,Sumas,Washington,US-Canada Border,Trucks,12186
2025-05,Sweetgrass,Montana,US-Canada Border,Truck Containers Empty,2943
2025-05,Sweetgrass,Montana,US-Canada Border,Trucks,11959
2025-05,Tecate,California,US-Mexico Border,Truck Containers Empty,1971
2025-05,Tecate,California,US-Mexico Border,Trucks,5174
2025-05,Tornillo,Texas,US-Mexico Border,Truck Containers Empty,1622
2025-05,Tornillo,Texas,US-Mexico Border,Trucks,4027
2025-05,Trout River,New York,US-Canada Border,Truck Containers Empty,516
2025-05,Trout River,New York,US-Canada Border,Trucks,923
2025-05,Turner,Montana,US-Canada Border,Truck Containers Empty,11
2025-05,Turner,Montana,US-Canada Border,Trucks,40
2025-05,Van Buren,Maine,US-Canada Border,Truck Containers Empty,492
2025-05,Van Buren,Maine,US-Canada Border,Trucks,1835
2025-05,Vanceboro,Maine,US-Canada Border,Truck Containers Empty,16
2025-05,Vanceboro,Maine,US-Canada Border,Trucks,26
2025-05,Walhalla,North Dakota,US-Canada Border,Truck Containers Empty,91
2025-05,Walhalla,North Dakota,US-Canada Border,Trucks,184
2025-05,Warroad,Minnesota,US-Canada Border,Truck Containers Empty,121
2025-05,Warroad,Minnesota,US-Canada Border,Trucks,449
2025-05,Westhope,North Dakota,US-Canada Border,Truck Containers Empty,61
2025-05,Westhope,North Dakota,US-Canada Border,Trucks,93
2025-05,Wildhorse,Montana,US-Canada Border,Truck Containers Empty,3
2025-05,Wildhorse,Montana,US-Canada Border,Trucks,4
2025-05,Ysleta,Texas,US-Mexico Border,Truck Containers Empty,18133
2025-05,Ysleta,Texas,US-Mexico Border,Trucks,50412
2025-06,Alcan,Alaska,US-Canada Border,Truck Containers Empty,540
2025-06,Alcan,Alaska,US-Canada Border,Truck Containers Loaded,306
2025-06,Alcan,Alaska,US-Canada Border,Trucks,718
2025-06,Alexandria Bay,New York,US-Canada Border,Truck Containers Empty,2057
2025-06,Alexandria Bay,New York,US-Canada Border,Truck Containers Loaded,23544
2025-06,Alexandria Bay,New York,US-Canada Border,Trucks,14704
2025-06,Ambrose,North Dakota,US-Canada Border,Truck Containers Empty,1
2025-06,Ambrose,North Dakota,US-Canada Border,Trucks,1
2025-06,Antler,North Dakota,US-Canada Border,Truck Containers Empty,103
2025-06,Antler,North Dakota,US-Canada Border,Truck Containers Loaded,44
2025-06,Antler,North Dakota,US-Canada Border,Trucks,126
2025-06,Baudette,Minnesota,US-Canada Border,Truck Containers Empty,180
2025-06,Baudette,Minnesota,US-Canada Border,Truck Containers Loaded,49
2025-06,Baudette,Minnesota,US-Canada Border,Trucks,208
2025-06,Beecher Falls,Vermont,US-Canada Border,Truck Containers Empty,516
2025-06,Beecher Falls,Vermont,US-Canada Border,Truck Containers Loaded,355
2025-06,Beecher Falls,Vermont,US-Canada Border,Trucks,698
2025-06,Blaine,Washington,US-Canada Border,Truck Containers Empty,10445
2025-06,Blaine,Washington,US-Canada Border,Truck Containers Loaded,31272
2025-06,Blaine,Washington,US-Canada Border,Trucks,28330
2025-06,Boundary,Washington,US-Canada Border,Truck Containers Empty,3
2025-06,Boundary,Washington,US-Canada Border,Truck Containers Loaded,46
2025-06,Boundary,Washington,US-Canada Border,Trucks,35
2025-06,Bridgewater,Maine,US-Canada Border,Truck Containers Empty,232
2025-06,Bridgewater,Maine,US-Canada Border,Truck Containers Loaded,142
2025-06,Bridgewater,Maine,US-Canada Border,Trucks,351
2025-06,Brownsville,Texas,US-Mexico Border,Truck Containers Empty,15430
2025-06,Brownsville,Texas,US-Mexico Border,Truck Containers Loaded,17489
2025-06,Brownsville,Texas,US-Mexico Border,Trucks,24569
2025-06,Buffalo Niagara Falls,New York,US-Canada Border,Truck Containers Empty,16929
2025-06,Buffalo Niagara Falls,New York,US-Canada Border,Truck Containers Loaded,100713
2025-06,Buffalo Niagara Falls,New York,US-Canada Border,Trucks,72871
2025-06,Calais,Maine,US-Canada Border,Truck Containers Empty,1506
2025-06,Calais,Maine,US-Canada Border,Truck Containers Loaded,6491
2025-06,Calais,Maine,US-Canada Border,Trucks,4902
2025-06,Calexico East,California,US-Mexico Border,Truck Containers Empty,18687
2025-06,Calexico East,California,US-Mexico Border,Truck Containers Loaded,40359
2025-06,Calexico East,California,US-Mexico Border,Trucks,37329
2025-06,Carbury,North Dakota,US-Canada Border,Truck Containers Empty,24
2025-06,Carbury,North Dakota,US-Canada Border,Truck Containers Loaded,36
2025-06,Carbury,North Dakota,US-Canada Border,Trucks,43
2025-06,Champlain Rouses Point,New York,US-Canada Border,Truck Containers Empty,3149
2025-06,Champlain Rouses Point,New York,US-Canada Border,Truck Containers Loaded,33770
2025-06,Champlain Rouses Point,New York,US-Canada Border,Trucks,21750
2025-06,Columbus,New Mexico,US-Mexico Border,Truck Containers Empty,204
2025-06,Columbus,New Mexico,US-Mexico Border,Truck Containers Loaded,2499
2025-06,Columbus,New Mexico,US-Mexico Border,Trucks,1457
2025-06,Dalton Cache,Alaska,US-Canada Border,Truck Containers Empty,76
2025-06,Dalton Cache,Alaska,US-Canada Border,Truck Containers Loaded,18
2025-06,Dalton Cache,Alaska,US-Canada Border,Trucks,86
2025-06,Danville,Washington,US-Canada Border,Truck Containers Empty,13
2025-06,Danville,Washington,US-Canada Border,Truck Containers Loaded,27
2025-06,Danville,Washington,US-Canada Border,Trucks,27
2025-06,Del Bonita,Montana,US-Canada Border,Truck Containers Empty,176
2025-06,Del Bonita,Montana,US-Canada Border,Truck Containers Loaded,23
2025-06,Del Bonita,Montana,US-Canada Border,Trucks,199
2025-06,Del Rio,Texas,US-Mexico Border,Truck Containers Empty,2477
2025-06,Del Rio,Texas,US-Mexico Border,Truck Containers Loaded,8913
2025-06,Del Rio,Texas,US-Mexico Border,Trucks,6935
2025-06,Derby Line,Vermont,US-Canada Border,Truck Containers Empty,774
2025-06,Derby Line,Vermont,US-Canada Border,Truck Containers Loaded,11470
2025-06,Derby Line,Vermont,US-Canada Border,Trucks,6804
2025-06,Detroit,Michigan,US-Canada Border,Truck Containers Empty,24847
2025-06,Detroit,Michigan,US-Canada Border,Truck Containers Loaded,121534
2025-06,Detroit,Michigan,US-Canada Border,Trucks,91158
2025-06,Douglas,Arizona,US-Mexico Border,Truck Containers Empty,868
2025-06,Douglas,Arizona,US-Mexico Border,Truck Containers Loaded,2208
2025-06,Douglas,Arizona,US-Mexico Border,Trucks,2135
2025-06,Dunseith,North Dakota,US-Canada Border,Truck Containers Empty,393
2025-06,Dunseith,North Dakota,US-Canada Border,Truck Containers Loaded,3511
2025-06,Dunseith,North Dakota,US-Canada Border,Trucks,2257
2025-06,Eagle Pass,Texas,US-Mexico Border,Truck Containers Empty,23116
2025-06,Eagle Pass,Texas,US-Mexico Border,Truck Containers Loaded,24256
2025-06,Eagle Pass,Texas,US-Mexico Border,Trucks,33761
2025-06,Eastport,Idaho,US-Canada Border,Truck Containers Empty,1576
2025-06,Eastport,Idaho,US-Canada Border,Truck Containers Loaded,5427
2025-06,Eastport,Idaho,US-Canada Border,Trucks,4589
2025-06,Eastport,Maine,US-Canada Border,Truck Containers Empty,91
2025-06,Eastport,Maine,US-Canada Border,Truck Containers Loaded,76
2025-06,Eastport,Maine,US-Canada Border,Trucks,156
2025-06,El Paso,Texas,US-Mexico Border,Truck Containers Empty,9804
2025-06,El Paso,Texas,US-Mexico Border,Truck Containers Loaded,8852
2025-06,El Paso,Texas,US-Mexico Border,Trucks,14641
2025-06,Ferry,Washington,US-Canada Border,Truck Containers Empty,1
2025-06,Ferry,Washington,US-Canada Border,Trucks,1
2025-06,Fort Fairfield,Maine,US-Canada Border,Truck Containers Empty,555
2025-06,Fort Fairfield,Maine,US-Canada Border,Truck Containers Loaded,100
2025-06,Fort Fairfield,Maine,US-Canada Border,Trucks,614
2025-06,Fort Kent,Maine,US-Canada Border,Truck Containers Empty,409
2025-06,Fort Kent,Maine,US-Canada Border,Truck Containers Loaded,16
2025-06,Fort Kent,Maine,US-Canada Border,Trucks,417
2025-06,Fortuna,North Dakota,US-Canada Border,Truck Containers Empty,84
2025-06,Fortuna,North Dakota,US-Canada Border,Truck Containers Loaded,8
2025-06,Fortuna,North Dakota,US-Canada Border,Trucks,88
2025-06,Frontier,Washington,US-Canada Border,Truck Containers Empty,1497
2025-06,Frontier,Washington,US-Canada Border,Truck Containers Loaded,1128
2025-06,Frontier,Washington,US-Canada Border,Trucks,2098
2025-06,Grand Portage,Minnesota,US-Canada Border,Truck Containers Empty,468
2025-06,Grand Portage,Minnesota,US-Canada Border,Truck Containers Loaded,1141
2025-06,Grand Portage,Minnesota,US-Canada Border,Trucks,1079
2025-06,Hansboro,North Dakota,US-Canada Border,Truck Containers Empty,7
2025-06,Hansboro,North Dakota,US-Canada Border,Truck Containers Loaded,4
2025-06,Hansboro,North Dakota,US-Canada Border,Trucks,9
2025-06,Hidalgo,Texas,US-Mexico Border,Truck Containers Empty,19587
2025-06,Hidalgo,Texas,US-Mexico Border,Truck Containers Loaded,82035
2025-06,Hidalgo,Texas,US-Mexico Border,Trucks,58451
2025-06,Highgate Springs,Vermont,US-Canada Border,Truck Containers Empty,1540
2025-06,Highgate Springs,Vermont,US-Canada Border,Truck Containers Loaded,10875
2025-06,Highgate Springs,Vermont,US-Canada Border,Trucks,7496
2025-06,Houlton,Maine,US-Canada Border,Truck Containers Empty,1230
2025-06,Houlton,Maine,US-Canada Border,Truck Containers Loaded,11687
2025-06,Houlton,Maine,US-Canada Border,Trucks,7432
2025-06,International Falls,Minnesota,US-Canada Border,Truck Containers Empty,318
2025-06,International Falls,Minnesota,US-Canada Border,Truck Containers Loaded,1828
2025-06,International Falls,Minnesota,US-Canada Border,Trucks,1212
2025-06,Jackman,Maine,US-Canada Border,Truck Containers Empty,2744
2025-06,Jackman,Maine,US-Canada Border,Truck Containers Loaded,3675
2025-06,Jackman,Maine,US-Canada Border,Trucks,4661
2025-06,Kenneth G Ward,Washington,US-Canada Border,Truck Containers Empty,3222
2025-06,Kenneth G Ward,Washington,US-Canada Border,Truck Containers Loaded,692
2025-06,Kenneth G Ward,Washington,US-Canada Border,Trucks,3670
2025-06,Lancaster,Minnesota,US-Canada Border,Truck Containers Empty,219
2025-06,Lancaster,Minnesota,US-Canada Border,Truck Containers Loaded,7
2025-06,Lancaster,Minnesota,US-Canada Border,Trucks,223
2025-06,Laredo,Texas,US-Mexico Border,Truck Containers Empty,64132
2025-06,Laredo,Texas,US-Mexico Border,Truck Containers Loaded,422288
2025-06,Laredo,Texas,US-Mexico Border,Trucks,249547
2025-06,Laurier,Washington,US-Canada Border,Truck Containers Empty,81
2025-06,Laurier,Washington,US-Canada Border,Truck Containers Loaded,652
2025-06,Laurier,Washington,US-Canada Border,Trucks,417
2025-06,Limestone,Maine,US-Canada Border,Truck Containers Empty,191
2025-06,Limestone,Maine,US-Canada Border,Truck Containers Loaded,36
2025-06,Limestone,Maine,US-Canada Border,Trucks,210
2025-06,Lukeville,Arizona,US-Mexico Border,Truck Containers Loaded,113
2025-06,Lukeville,Arizona,US-Mexico Border,Trucks,67
2025-06,Madawaska,Maine,US-Canada Border,Truck Containers Empty,909
2025-06,Madawaska,Maine,US-Canada Border,Truck Containers Loaded,411
2025-06,Madawaska,Maine,US-Canada Border,Trucks,1122
2025-06,Maida,North Dakota,US-Canada Border,Truck Containers Empty,19
2025-06,Maida,North Dakota,US-Canada Border,Trucks,19
2025-06,Massena,New York,US-Canada Border,Truck Containers Empty,516
2025-06,Massena,New York,US-Canada Border,Truck Containers Loaded,2086
2025-06,Massena,New York,US-Canada Border,Trucks,1605
2025-06,Metaline Falls,Washington,US-Canada Border,Truck Containers Empty,463
2025-06,Metaline Falls,Washington,US-Canada Border,Truck Containers Loaded,109
2025-06,Metaline Falls,Washington,US-Canada Border,Trucks,524
2025-06,Morgan,Montana,US-Canada Border,Truck Containers Empty,14
2025-06,Morgan,Montana,US-Canada Border,Truck Containers Loaded,1
2025-06,Morgan,Montana,US-Canada Border,Trucks,15
2025-06,Naco,Arizona,US-Mexico Border,Truck Containers Empty,109
2025-06,Naco,Arizona,US-Mexico Border,Truck Containers Loaded,169
2025-06,Naco,Arizona,US-Mexico Border,Trucks,219
2025-06,Neche,North Dakota,US-Canada Border,Truck Containers Empty,215
2025-06,Neche,North Dakota,US-Canada Border,Truck Containers Loaded,156
2025-06,Neche,North Dakota,US-Canada Border,Trucks,307
2025-06,Nogales,Arizona,US-Mexico Border,Truck Containers Empty,9172
2025-06,Nogales,Arizona,US-Mexico Border,Truck Containers Loaded,50867
2025-06,Nogales,Arizona,US-Mexico Border,Trucks,35452
