year_month,port_name,state,border,measure,value
2025-03,Sarles,North Dakota,US-Canada Border,Truck Containers Loaded,63
2025-03,Sarles,North Dakota,US-Canada Border,Trucks,75
2025-03,Sault Sainte Marie,Michigan,US-Canada Border,Truck Containers Empty,504
2025-03,Sault Sainte Marie,Michigan,US-Canada Border,Truck Containers Loaded,4138
2025-03,Sault Sainte Marie,Michigan,US-Canada Border,Trucks,2788
2025-03,Scobey,Montana,US-Canada Border,Truck Containers Empty,22
2025-03,Scobey,Montana,US-Canada Border,Truck Containers Loaded,18
2025-03,Scobey,Montana,US-Canada Border,Trucks,36
2025-03,Sherwood,North Dakota,US-Canada Border,Truck Containers Empty,251
2025-03,Sherwood,North Dakota,US-Canada Border,Truck Containers Loaded,214
2025-03,Sherwood,North Dakota,US-Canada Border,Trucks,356
2025-03,Skagway,Alaska,US-Canada Border,Truck Containers Empty,138
2025-03,Skagway,Alaska,US-Canada Border,Truck Containers Loaded,89
2025-03,Skagway,Alaska,US-Canada Border,Trucks,186
2025-03,St John,North Dakota,US-Canada Border,Truck Containers Empty,37
2025-03,St John,North Dakota,US-Canada Border,Trucks,37
2025-03,Sumas,Washington,US-Canada Border,Truck Containers Empty,4280
2025-03,Sumas,Washington,US-Canada Border,Truck Containers Loaded,15593
2025-03,Sumas,Washington,US-Canada Border,Trucks,13187
2025-03,Sweetgrass,Montana,US-Canada Border,Truck Containers Empty,1912
2025-03,Sweetgrass,Montana,US-Canada Border,Truck Containers Loaded,21990
2025-03,Sweetgrass,Montana,US-Canada Border,Trucks,14358
2025-03,Tecate,California,US-Mexico Border,Truck Containers Empty,1781
2025-03,Tecate,California,US-Mexico Border,Truck Containers Loaded,5312
2025-03,Tecate,California,US-Mexico Border,Trucks,4795
2025-03,Tornillo,Texas,US-Mexico Border,Truck Containers Empty,869
2025-03,Tornillo,Texas,US-Mexico Border,Truck Containers Loaded,2791
2025-03,Tornillo,Texas,US-Mexico Border,Trucks,2241
2025-03,Trout River,New York,US-Canada Border,Truck Containers Empty,282
2025-03,Trout River,New York,US-Canada Border,Truck Containers Loaded,874
2025-03,Trout River,New York,US-Canada Border,Trucks,738
2025-03,Turner,Montana,US-Canada Border,Truck Containers Empty,44
2025-03,Turner,Montana,US-Canada Border,Truck Containers Loaded,12
2025-03,Turner,Montana,US-Canada Border,Trucks,54
2025-03,Van Buren,Maine,US-Canada Border,Truck Containers Empty,832
2025-03,Van Buren,Maine,US-Canada Border,Truck Containers Loaded,1522
2025-03,Van Buren,Maine,US-Canada Border,Trucks,1588
2025-03,Vanceboro,Maine,US-Canada Border,Truck Containers Empty,13
2025-03,Vanceboro,Maine,US-Canada Border,Truck Containers Loaded,11
2025-03,Vanceboro,Maine,US-Canada Border,Trucks,23
2025-03,Walhalla,North Dakota,US-Canada Border,Truck Containers Empty,492
2025-03,Walhalla,North Dakota,US-Canada Border,Truck Containers Loaded,264
2025-03,Walhalla,North Dakota,US-Canada Border,Trucks,628
2025-03,Warroad,Minnesota,US-Canada Border,Truck Containers Empty,348
2025-03,Warroad,Minnesota,US-Canada Border,Truck Containers Loaded,558
2025-03,Warroad,Minnesota,US-Canada Border,Trucks,641
2025-03,Westhope,North Dakota,US-Canada Border,Truck Containers Empty,46
2025-03,Westhope,North Dakota,US-Canada Border,Truck Containers Loaded,195
2025-03,Westhope,North Dakota,US-Canada Border,Trucks,146
2025-03,Whitlash,Montana,US-Canada Border,Truck Containers Empty,1
2025-03,Whitlash,Montana,US-Canada Border,Trucks,1
2025-03,Wildhorse,Montana,US-Canada Border,Truck Containers Empty,15
2025-03,Wildhorse,Montana,US-Canada Border,Truck Containers Loaded,68
2025-03,Wildhorse,Montana,US-Canada Border,Trucks,49
2025-03,Ysleta,Texas,US-Mexico Border,Truck Containers Empty,20501
2025-03,Ysleta,Texas,US-Mexico Border,Truck Containers Loaded,67367
2025-03,Ysleta,Texas,US-Mexico Border,Trucks,56157
2025-04,Alcan,Alaska,US-Canada Border,Truck Containers Empty,448
2025-04,Alcan,Alaska,US-Canada Border,Truck Containers Loaded,293
2025-04,Alcan,Alaska,US-Canada Border,Trucks,610
2025-04,Alexandria Bay,New York,US-Canada Border,Truck Containers Empty,2050
2025-04,Alexandria Bay,New York,US-Canada Border,Truck Containers Loaded,23340
2025-04,Alexandria Bay,New York,US-Canada Border,Trucks,14556
2025-04,Antler,North Dakota,US-Canada Border,Truck Containers Empty,43
2025-04,Antler,North Dakota,US-Canada Border,Truck Containers Loaded,2
2025-04,Antler,North Dakota,US-Canada Border,Trucks,44
2025-04,Baudette,Minnesota,US-Canada Border,Truck Containers Empty,131
2025-04,Baudette,Minnesota,US-Canada Border,Truck Containers Loaded,21
2025-04,Baudette,Minnesota,US-Canada Border,Trucks,142
2025-04,Beecher Falls,Vermont,US-Canada Border,Truck Containers Empty,578
2025-04,Beecher Falls,Vermont,US-Canada Border,Truck Containers Loaded,238
2025-04,Beecher Falls,Vermont,US-Canada Border,Trucks,704
2025-04,Blaine,Washington,US-Canada Border,Truck Containers Empty,10148
2025-04,Blaine,Washington,US-Canada Border,Truck Containers Loaded,28842
2025-04,Blaine,Washington,US-Canada Border,Trucks,26595
2025-04,Boundary,Washington,US-Canada Border,Truck Containers Empty,4
2025-04,Boundary,Washington,US-Canada Border,Truck Containers Loaded,35
2025-04,Boundary,Washington,US-Canada Border,Trucks,35
2025-04,Bridgewater,Maine,US-Canada Border,Truck Containers Empty,246
2025-04,Bridgewater,Maine,US-Canada Border,Truck Containers Loaded,130
2025-04,Bridgewater,Maine,US-Canada Border,Trucks,327
2025-04,Brownsville,Texas,US-Mexico Border,Truck Containers Empty,12844
2025-04,Brownsville,Texas,US-Mexico Border,Truck Containers Loaded,16752
2025-04,Brownsville,Texas,US-Mexico Border,Trucks,21798
2025-04,Buffalo Niagara Falls,New York,US-Canada Border,Truck Containers Empty,16536
2025-04,Buffalo Niagara Falls,New York,US-Canada Border,Truck Containers Loaded,96506
2025-04,Buffalo Niagara Falls,New York,US-Canada Border,Trucks,70109
2025-04,Calais,Maine,US-Canada Border,Truck Containers Empty,1202
2025-04,Calais,Maine,US-Canada Border,Truck Containers Loaded,5295
2025-04,Calais,Maine,US-Canada Border,Trucks,3970
2025-04,Calexico East,California,US-Mexico Border,Truck Containers Empty,18756
2025-04,Calexico East,California,US-Mexico Border,Truck Containers Loaded,42144
2025-04,Calexico East,California,US-Mexico Border,Trucks,38238
2025-04,Carbury,North Dakota,US-Canada Border,Truck Containers Empty,3
2025-04,Carbury,North Dakota,US-Canada Border,Trucks,3
2025-04,Champlain Rouses Point,New York,US-Canada Border,Truck Containers Empty,3244
2025-04,Champlain Rouses Point,New York,US-Canada Border,Truck Containers Loaded,33550
2025-04,Champlain Rouses Point,New York,US-Canada Border,Trucks,21712
2025-04,Columbus,New Mexico,US-Mexico Border,Truck Containers Empty,279
2025-04,Columbus,New Mexico,US-Mexico Border,Truck Containers Loaded,667
2025-04,Columbus,New Mexico,US-Mexico Border,Trucks,628
2025-04,Dalton Cache,Alaska,US-Canada Border,Truck Containers Empty,48
2025-04,Dalton Cache,Alaska,US-Canada Border,Truck Containers Loaded,16
2025-04,Dalton Cache,Alaska,US-Canada Border,Trucks,56
2025-04,Danville,Washington,US-Canada Border,Truck Containers Empty,8
2025-04,Danville,Washington,US-Canada Border,Truck Containers Loaded,14
2025-04,Danville,Washington,US-Canada Border,Trucks,17
2025-04,Del Bonita,Montana,US-Canada Border,Truck Containers Empty,10
2025-04,Del Bonita,Montana,US-Canada Border,Truck Containers Loaded,22
2025-04,Del Bonita,Montana,US-Canada Border,Trucks,32
2025-04,Del Rio,Texas,US-Mexico Border,Truck Containers Empty,2136
2025-04,Del Rio,Texas,US-Mexico Border,Truck Containers Loaded,8574
2025-04,Del Rio,Texas,US-Mexico Border,Trucks,6420
2025-04,Derby Line,Vermont,US-Canada Border,Truck Containers Empty,916
2025-04,Derby Line,Vermont,US-Canada Border,Truck Containers Loaded,10178
2025-04,Derby Line,Vermont,US-Canada Border,Trucks,6282
2025-04,Detroit,Michigan,US-Canada Border,Truck Containers Empty,24436
2025-04,Detroit,Michigan,US-Canada Border,Truck Containers Loaded,125410
2025-04,Detroit,Michigan,US-Canada Border,Trucks,93192
2025-04,Douglas,Arizona,US-Mexico Border,Truck Containers Empty,896
2025-04,Douglas,Arizona,US-Mexico Border,Truck Containers Loaded,2193
2025-04,Douglas,Arizona,US-Mexico Border,Trucks,2185
2025-04,Dunseith,North Dakota,US-Canada Border,Truck Containers Empty,220
2025-04,Dunseith,North Dakota,US-Canada Border,Truck Containers Loaded,2126
2025-04,Dunseith,North Dakota,US-Canada Border,Trucks,1349
2025-04,Eagle Pass,Texas,US-Mexico Border,Truck Containers Empty,15379
2025-04,Eagle Pass,Texas,US-Mexico Border,Truck Containers Loaded,24690
2025-04,Eagle Pass,Texas,US-Mexico Border,Trucks,26204
2025-04,Eastport,Idaho,US-Canada Border,Truck Containers Empty,1306
2025-04,Eastport,Idaho,US-Canada Border,Truck Containers Loaded,5717
2025-04,Eastport,Idaho,US-Canada Border,Trucks,4432
2025-04,Eastport,Maine,US-Canada Border,Truck Containers Empty,60
2025-04,Eastport,Maine,US-Canada Border,Truck Containers Loaded,115
2025-04,Eastport,Maine,US-Canada Border,Trucks,163
2025-04,El Paso,Texas,US-Mexico Border,Truck Containers Empty,9009
2025-04,El Paso,Texas,US-Mexico Border,Truck Containers Loaded,7223
2025-04,El Paso,Texas,US-Mexico Border,Trucks,13047
2025-04,Ferry,Washington,US-Canada Border,Truck Containers Empty,1
2025-04,Ferry,Washington,US-Canada Border,Trucks,1
2025-04,Fort Fairfield,Maine,US-Canada Border,Truck Containers Empty,218
2025-04,Fort Fairfield,Maine,US-Canada Border,Truck Containers Loaded,77
2025-04,Fort Fairfield,Maine,US-Canada Border,Trucks,263
2025-04,Fort Kent,Maine,US-Canada Border,Truck Containers Empty,229
2025-04,Fort Kent,Maine,US-Canada Border,Truck Containers Loaded,11
2025-04,Fort Kent,Maine,US-Canada Border,Trucks,235
2025-04,Fortuna,North Dakota,US-Canada Border,Truck Containers Empty,58
2025-04,Fortuna,North Dakota,US-Canada Border,Truck Containers Loaded,79
2025-04,Fortuna,North Dakota,US-Canada Border,Trucks,99
2025-04,Frontier,Washington,US-Canada Border,Truck Containers Empty,1328
2025-04,Frontier,Washington,US-Canada Border,Truck Containers Loaded,1460
2025-04,Frontier,Washington,US-Canada Border,Trucks,2101
2025-04,Grand Portage,Minnesota,US-Canada Border,Truck Containers Empty,365
2025-04,Grand Portage,Minnesota,US-Canada Border,Truck Containers Loaded,983
2025-04,Grand Portage,Minnesota,US-Canada Border,Trucks,884
2025-04,Hannah,North Dakota,US-Canada Border,Truck Containers Empty,2
2025-04,Hannah,North Dakota,US-Canada Border,Trucks,2
2025-04,Hansboro,North Dakota,US-Canada Border,Truck Containers Empty,7
2025-04,Hansboro,North Dakota,US-Canada Border,Trucks,7
2025-04,Hidalgo,Texas,US-Mexico Border,Truck Containers Empty,17544
2025-04,Hidalgo,Texas,US-Mexico Border,Truck Containers Loaded,87671
2025-04,Hidalgo,Texas,US-Mexico Border,Trucks,59105
2025-04,Highgate Springs,Vermont,US-Canada Border,Truck Containers Empty,1589
2025-04,Highgate Springs,Vermont,US-Canada Border,Truck Containers Loaded,11049
2025-04,Highgate Springs,Vermont,US-Canada Border,Trucks,7611
2025-04,Houlton,Maine,US-Canada Border,Truck Containers Empty,870
2025-04,Houlton,Maine,US-Canada Border,Truck Containers Loaded,11159
2025-04,Houlton,Maine,US-Canada Border,Trucks,6721
2025-04,International Falls,Minnesota,US-Canada Border,Truck Containers Empty,223
2025-04,International Falls,Minnesota,US-Canada Border,Truck Containers Loaded,1741
2025-04,International Falls,Minnesota,US-Canada Border,Trucks,1096
2025-04,Jackman,Maine,US-Canada Border,Truck Containers Empty,2955
2025-04,Jackman,Maine,US-Canada Border,Truck Containers Loaded,3542
2025-04,Jackman,Maine,US-Canada Border,Trucks,4815
2025-04,Kenneth G Ward,Washington,US-Canada Border,Truck Containers Empty,2881
2025-04,Kenneth G Ward,Washington,US-Canada Border,Truck Containers Loaded,621
2025-04,Kenneth G Ward,Washington,US-Canada Border,Trucks,3320
2025-04,Lancaster,Minnesota,US-Canada Border,Truck Containers Empty,215
2025-04,Lancaster,Minnesota,US-Canada Border,Truck Containers Loaded,34
2025-04,Lancaster,Minnesota,US-Canada Border,Trucks,232
2025-04,Laredo,Texas,US-Mexico Border,Truck Containers Empty,64582
2025-04,Laredo,Texas,US-Mexico Border,Truck Containers Loaded,424798
2025-04,Laredo,Texas,US-Mexico Border,Trucks,252962
2025-04,Laurier,Washington,US-Canada Border,Truck Containers Empty,34
2025-04,Laurier,Washington,US-Canada Border,Truck Containers Loaded,1064
2025-04,Laurier,Washington,US-Canada Border,Trucks,570
2025-04,Limestone,Maine,US-Canada Border,Truck Containers Empty,53
2025-04,Limestone,Maine,US-Canada Border,Truck Containers Loaded,7
2025-04,Limestone,Maine,US-Canada Border,Trucks,58
2025-04,Lukeville,Arizona,US-Mexico Border,Truck Containers Loaded,75
2025-04,Lukeville,Arizona,US-Mexico Border,Trucks,58
2025-04,Madawaska,Maine,US-Canada Border,Truck Containers Empty,979
2025-04,Madawaska,Maine,US-Canada Border,Truck Containers Loaded,384
2025-04,Madawaska,Maine,US-Canada Border,Trucks,1180
2025-04,Maida,North Dakota,US-Canada Border,Truck Containers Empty,1
2025-04,Maida,North Dakota,US-Canada Border,Trucks,1
2025-04,Massena,New York,US-Canada Border,Truck Containers Empty,428
2025-04,Massena,New York,US-Canada Border,Truck Containers Loaded,2039
2025-04,Massena,New York,US-Canada Border,Trucks,1467
2025-04,Metaline Falls,Washington,US-Canada Border,Truck Containers Empty,584
2025-04,Metaline Falls,Washington,US-Canada Border,Truck Containers Loaded,41
2025-04,Metaline Falls,Washington,US-Canada Border,Trucks,608
2025-04,Morgan,Montana,US-Canada Border,Truck Containers Empty,18
2025-04,Morgan,Montana,US-Canada Border,Trucks,18
2025-04,Naco,Arizona,US-Mexico Border,Truck Containers Empty,158
2025-04,Naco,Arizona,US-Mexico Border,Truck Containers Loaded,115
2025-04,Naco,Arizona,US-Mexico Border,Trucks,237
2025-04,Neche,North Dakota,US-Canada Border,Truck Containers Empty,90
2025-04,Neche,North Dakota,US-Canada Border,Truck Containers Loaded,296
2025-04,Neche,North Dakota,US-Canada Border,Trucks,262
2025-04,Nogales,Arizona,US-Mexico Border,Truck Containers Empty,8253
2025-04,Nogales,Arizona,US-Mexico Border,Truck Containers Loaded,62685
2025-04,Nogales,Arizona,US-Mexico Border,Trucks,40739
2025-04,Noonan,North Dakota,US-Canada Border,Truck Containers Empty,94
2025-04,Noonan,North Dakota,US-Canada Border,Trucks,94
2025-04,Northgate,North Dakota,US-Canada Border,Truck Containers Empty,253
2025-04,Northgate,North Dakota,US-Canada Border,Truck Containers Loaded,18
2025-04,Northgate,North Dakota,US-Canada Border,Trucks,262
2025-04,Norton,Vermont,US-Canada Border,Truck Containers Empty,105
2025-04,Norton,Vermont,US-Canada Border,Truck Containers Loaded,586
2025-04,Norton,Vermont,US-Canada Border,Trucks,412
2025-04,Ogdensburg,New York,US-Canada Border,Truck Containers Empty,429
2025-04,Ogdensburg,New York,US-Canada Border,Truck Containers Loaded,5444
2025-04,Ogdensburg,New York,US-Canada Border,Trucks,3244
2025-04,Opheim,Montana,US-Canada Border,Truck Containers Empty,1
2025-04,Opheim,Montana,US-Canada Border,Truck Containers Loaded,6
2025-04,Opheim,Montana,US-Canada Border,Trucks,6
2025-04,Oroville,Washington,US-Canada Border,Truck Containers Empty,674
2025-04,Oroville,Washington,US-Canada Border,Truck Containers Loaded,2124
2025-04,Oroville,Washington,US-Canada Border,Trucks,1798
2025-04,Otay Mesa,California,US-Mexico Border,Truck Containers Empty,21009
2025-04,Otay Mesa,California,US-Mexico Border,Truck Containers Loaded,115137
2025-04,Otay Mesa,California,US-Mexico Border,Trucks,80882
2025-04,Pembina,North Dakota,US-Canada Border,Truck Containers Empty,3869
2025-04,Pembina,North Dakota,US-Canada Border,Truck Containers Loaded,27952
2025-04,Pembina,North Dakota,US-Canada Border,Trucks,19043
2025-04,Piegan,Montana,US-Canada Border,Truck Containers Empty,38
2025-04,Piegan,Montana,US-Canada Border,Truck Containers Loaded,211
2025-04,Piegan,Montana,US-Canada Border,Trucks,162
2025-04,Pinecreek,Minnesota,US-Canada Border,Truck Containers Loaded,4
2025-04,Pinecreek,Minnesota,US-Canada Border,Trucks,4
2025-04,Point Roberts,Washington,US-Canada Border,Truck Containers Empty,427
2025-04,Point Roberts,Washington,US-Canada Border,Truck Containers Loaded,322
2025-04,Point Roberts,Washington,US-Canada Border,Trucks,745
2025-04,Port Angeles,Washington,US-Canada Border,Truck Containers Empty,9
2025-04,Port Angeles,Washington,US-Canada Border,Truck Containers Loaded,39
2025-04,Port Huron,Michigan,US-Canada Border,Truck Containers Empty,10762
2025-04,Port Huron,Michigan,US-Canada Border,Truck Containers Loaded,140499
2025-04,Port Huron,Michigan,US-Canada Border,Trucks,88560
2025-04,Portal,North Dakota,US-Canada Border,Truck Containers Empty,1984
2025-04,Portal,North Dakota,US-Canada Border,Truck Containers Loaded,9442
2025-04,Portal,North Dakota,US-Canada Border,Trucks,7143
2025-04,Porthill,Idaho,US-Canada Border,Truck Containers Empty,127
2025-04,Porthill,Idaho,US-Canada Border,Truck Containers Loaded,17
2025-04,Porthill,Idaho,US-Canada Border,Trucks,137
2025-04,Presidio,Texas,US-Mexico Border,Truck Containers Empty,287
2025-04,Presidio,Texas,US-Mexico Border,Truck Containers Loaded,1542
2025-04,Presidio,Texas,US-Mexico Border,Trucks,971
2025-04,Progreso,Texas,US-Mexico Border,Truck Containers Empty,1800
2025-04,Progreso,Texas,US-Mexico Border,Truck Containers Loaded,5713
2025-04,Progreso,Texas,US-Mexico Border,Trucks,4778
2025-04,Raymond,Montana,US-Canada Border,Truck Containers Empty,189
2025-04,Raymond,Montana,US-Canada Border,Truck Containers Loaded,1385
2025-04,Raymond,Montana,US-Canada Border,Trucks,934
2025-04,Richford,Vermont,US-Canada Border,Truck Containers Empty,167
2025-04,Richford,Vermont,US-Canada Border,Truck Containers Loaded,131
2025-04,Richford,Vermont,US-Canada Border,Trucks,236
2025-04,Rio Grande City,Texas,US-Mexico Border,Truck Containers Empty,284
2025-04,Rio Grande City,Texas,US-Mexico Border,Truck Containers Loaded,5290
2025-04,Rio Grande City,Texas,US-Mexico Border,Trucks,2792
2025-04,Roma,Texas,US-Mexico Border,Truck Containers Empty,815
2025-04,Roma,Texas,US-Mexico Border,Truck Containers Loaded,7145
2025-04,Roma,Texas,US-Mexico Border,Trucks,4048
2025-04,Roosville,Montana,US-Canada Border,Truck Containers Empty,149
2025-04,Roosville,Montana,US-Canada Border,Truck Containers Loaded,972
2025-04,Roosville,Montana,US-Canada Border,Trucks,655
2025-04,Roseau,Minnesota,US-Canada Border,Truck Containers Empty,53
2025-04,Roseau,Minnesota,US-Canada Border,Truck Containers Loaded,299
2025-04,Roseau,Minnesota,US-Canada Border,Trucks,204
2025-04,San Luis,Arizona,US-Mexico Border,Truck Containers Empty,919
2025-04,San Luis,Arizona,US-Mexico Border,Truck Containers Loaded,4771
2025-04,San Luis,Arizona,US-Mexico Border,Trucks,3440
2025-04,Santa Teresa,New Mexico,US-Mexico Border,Truck Containers Empty,4968
2025-04,Santa Teresa,New Mexico,US-Mexico Border,Truck Containers Loaded,15096
2025-04,Santa Teresa,New Mexico,US-Mexico Border,Trucks,12733
2025-04,Sarles,North Dakota,US-Canada Border,Truck Containers Empty,14
2025-04,Sarles,North Dakota,US-Canada Border,Truck Containers Loaded,7
2025-04,Sarles,North Dakota,US-Canada Border,Trucks,21
2025-04,Sault Sainte Marie,Michigan,US-Canada Border,Truck Containers Empty,499
2025-04,Sault Sainte Marie,Michigan,US-Canada Border,Truck Containers Loaded,3872
2025-04,Sault Sainte Marie,Michigan,US-Canada Border,Trucks,2631
2025-04,Scobey,Montana,US-Canada Border,Truck Containers Empty,21
2025-04,Scobey,Montana,US-Canada Border,Truck Containers Loaded,34
2025-04,Scobey,Montana,US-Canada Border,Trucks,40
2025-04,Sherwood,North Dakota,US-Canada Border,Truck Containers Empty,243
2025-04,Sherwood,North Dakota,US-Canada Border,Truck Containers Loaded,16
2025-04,Sherwood,North Dakota,US-Canada Border,Trucks,251
2025-04,Skagway,Alaska,US-Canada Border,Truck Containers Empty,134
2025-04,Skagway,Alaska,US-Canada Border,Truck Containers Loaded,98
2025-04,Skagway,Alaska,US-Canada Border,Trucks,185
2025-04,St John,North Dakota,US-Canada Border,Truck Containers Empty,3
2025-04,St John,North Dakota,US-Canada Border,Trucks,3
2025-04,Sumas,Washington,US-Canada Border,Truck Containers Empty,3817
2025-04,Sumas,Washington,US-Canada Border,Truck Containers Loaded,13699
2025-04,Sumas,Washington,US-Canada Border,Trucks,11676
2025-04,Sweetgrass,Montana,US-Canada Border,Truck Containers Empty,2154
2025-04,Sweetgrass,Montana,US-Canada Border,Truck Containers Loaded,16375
2025-04,Sweetgrass,Montana,US-Canada Border,Trucks,11313
2025-04,Tecate,California,US-Mexico Border,Truck Containers Empty,2131
2025-04,Tecate,California,US-Mexico Border,Truck Containers Loaded,5236
2025-04,Tecate,California,US-Mexico Border,Trucks,5125
2025-04,Tornillo,Texas,US-Mexico Border,Truck Containers Empty,803
2025-04,Tornillo,Texas,US-Mexico Border,Truck Containers Loaded,2375
2025-04,Tornillo,Texas,US-Mexico Border,Trucks,1974
2025-04,Trout River,New York,US-Canada Border,Truck Containers Empty,283
2025-04,Trout River,New York,US-Canada Border,Truck Containers Loaded,809
2025-04,Trout River,New York,US-Canada Border,Trucks,720
2025-04,Turner,Montana,US-Canada Border,Truck Containers Empty,10
2025-04,Turner,Montana,US-Canada Border,Truck Containers Loaded,16
2025-04,Turner,Montana,US-Canada Border,Trucks,22
2025-04,Van Buren,Maine,US-Canada Border,Truck Containers Empty,373
2025-04,Van Buren,Maine,US-Canada Border,Truck Containers Loaded,1328
2025-04,Van Buren,Maine,US-Canada Border,Trucks,1045
2025-04,Vanceboro,Maine,US-Canada Border,Truck Containers Empty,14
2025-04,Vanceboro,Maine,US-Canada Border,Truck Containers Loaded,12
2025-04,Vanceboro,Maine,US-Canada Border,Trucks,22
2025-04,Walhalla,North Dakota,US-Canada Border,Truck Containers Empty,154
2025-04,Walhalla,North Dakota,US-Canada Border,Truck Containers Loaded,202
2025-04,Walhalla,North Dakota,US-Canada Border,Trucks,258
2025-04,Warroad,Minnesota,US-Canada Border,Truck Containers Empty,168
2025-04,Warroad,Minnesota,US-Canada Border,Truck Containers Loaded,501
2025-04,Warroad,Minnesota,US-Canada Border,Trucks,433
2025-04,Westhope,North Dakota,US-Canada Border,Truck Containers Empty,65
2025-04,Westhope,North Dakota,US-Canada Border,Truck Containers Loaded,67
2025-04,Westhope,North Dakota,US-Canada Border,Trucks,101
2025-04,Whitlash,Montana,US-Canada Border,Truck Containers Empty,3
2025-04,Whitlash,Montana,US-Canada Border,Trucks,3
2025-04,Wildhorse,Montana,US-Canada Border,Truck Containers Empty,8
2025-04,Wildhorse,Montana,US-Canada Border,Truck Containers Loaded,3
2025-04,Wildhorse,Montana,US-Canada Border,Trucks,9
2025-04,Ysleta,Texas,US-Mexico Border,Truck Containers Empty,20065
2025-04,Ysleta,Texas,US-Mexico Border,Truck Containers Loaded,64866
2025-04,Ysleta,Texas,US-Mexico Border,Trucks,54073
2025-05,Alcan,Alaska,US-Canada Border,Truck Containers Empty,566
2025-05,Alcan,Alaska,US-Canada Border,Trucks,742
2025-05,Alexandria Bay,New York,US-Canada Border,Truck Containers Empty,2090
2025-05,Alexandria Bay,New York,US-Canada Border,Trucks,14500
2025-05,Antler,North Dakota,US-Canada Border,Truck Containers Empty,51
2025-05,Antler,North Dakota,US-Canada Border,Trucks,51
2025-05,Baudette,Minnesota,US-Canada Border,Truck Containers Empty,251
2025-05,Baudette,Minnesota,US-Canada Border,Trucks,265
2025-05,Beecher Falls,Vermont,US-Canada Border,Truck Containers Empty,440
2025-05,Beecher Falls,Vermont,US-Canada Border,Trucks,589
2025-05,Blaine,Washington,US-Canada Border,Truck Containers Empty,10281
2025-05,Blaine,Washington,US-Canada Border,Trucks,27733
2025-05,Boundary,Washington,US-Canada Border,Truck Containers Empty,3
2025-05,Boundary,Washington,US-Canada Border,Trucks,41
2025-05,Bridgewater,Maine,US-Canada Border,Truck Containers Empty,307
2025-05,Bridgewater,Maine,US-Canada Border,Trucks,501
2025-05,Brownsville,Texas,US-Mexico Border,Truck Containers Empty,14809
2025-05,Brownsville,Texas,US-Mexico Border,Trucks,24149
2025-05,Buffalo Niagara Falls,New York,US-Canada Border,Truck Containers Empty,16839
2025-05,Buffalo Niagara Falls,New York,US-Canada Border,Trucks,70059
2025-05,Calais,Maine,US-Canada Border,Truck Containers Empty,1227
2025-05,Calais,Maine,US-Canada Border,Trucks,4064
2025-05,Calexico East,California,US-Mexico Border,Truck Containers Empty,18694
2025-05,Calexico East,California,US-Mexico Border,Trucks,38222
2025-05,Carbury,North Dakota,US-Canada Border,Truck Containers Empty,7
2025-05,Carbury,North Dakota,US-Canada Border,Trucks,10
2025-05,Champlain Rouses Point,New York,US-Canada Border,Truck Containers Empty,3692
2025-05,Champlain Rouses Point,New York,US-Canada Border,Trucks,21640
2025-05,Columbus,New Mexico,US-Mexico Border,Truck Containers Empty,207
2025-05,Columbus,New Mexico,US-Mexico Border,Trucks,1309
2025-05,Dalton Cache,Alaska,US-Canada Border,Truck Containers Empty,64
2025-05,Dalton Cache,Alaska,US-Canada Border,Trucks,74
2025-05,Danville,Washington,US-Canada Border,Truck Containers Empty,9
2025-05,Danville,Washington,US-Canada Border,Trucks,19
2025-05,Del Bonita,Montana,US-Canada Border,Truck Containers Empty,115
2025-05,Del Bonita,Montana,US-Canada Border,Trucks,138
2025-05,Del Rio,Texas,US-Mexico Border,Truck Containers Empty,2277
2025-05,Del Rio,Texas,US-Mexico Border,Trucks,6656
2025-05,Derby Line,Vermont,US-Canada Border,Truck Containers Empty,915
2025-05,Derby Line,Vermont,US-Canada Border,Trucks,6584
2025-05,Detroit,Michigan,US-Canada Border,Truck Containers Empty,24660
2025-05,Detroit,Michigan,US-Canada Border,Trucks,91782
2025-05,Douglas,Arizona,US-Mexico Border,Truck Containers Empty,887
2025-05,Douglas,Arizona,US-Mexico Border,Trucks,2145
2025-05,Dunseith,North Dakota,US-Canada Border,Truck Containers Empty,285
2025-05,Dunseith,North Dakota,US-Canada Border,Trucks,1806
2025-05,Eagle Pass,Texas,US-Mexico Border,Truck Containers Empty,24663
2025-05,Eagle Pass,Texas,US-Mexico Border,Trucks,35880
2025-05,Eastport,Idaho,US-Canada Border,Truck Containers Empty,1522
2025-05,Eastport,Idaho,US-Canada Border,Trucks,4339
2025-05,Eastport,Maine,US-Canada Border,Truck Containers Empty,72
2025-05,Eastport,Maine,US-Canada Border,Trucks,165
2025-05,El Paso,Texas,US-Mexico Border,Truck Containers Empty,9834
2025-05,El Paso,Texas,US-Mexico Border,Trucks,14548
2025-05,Ferry,Washington,US-Canada Border,Trucks,8
2025-05,Fort Fairfield,Maine,US-Canada Border,Truck Containers Empty,229
2025-05,Fort Fairfield,Maine,US-Canada Border,Trucks,307
2025-05,Fort Kent,Maine,US-Canada Border,Truck Containers Empty,130
2025-05,Fort Kent,Maine,US-Canada Border,Trucks,134
2025-05,Fortuna,North Dakota,US-Canada Border,Truck Containers Empty,52
2025-05,Fortuna,North Dakota,US-Canada Border,Trucks,81
2025-05,Frontier,Washington,US-Canada Border,Truck Containers Empty,1317
2025-05,Frontier,Washington,US-Canada Border,Trucks,1916
